Group_Number,Group_Index,PathName_Nuclei,PathName_pAKT,FileName_Nuclei,FileName_pAKT,Metadata_Barcode,Metadata_Column,Metadata_CreationDate,Metadata_CreationTime,Metadata_FieldIndex,Metadata_ImagingComputer,Metadata_PlateSize,Metadata_RowNumber
1042,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 4(fld 1 wv DAPI - DAPI).tif,AE - 4(fld 1 wv FITC - FITC).tif,VB00021880,4,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1043,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 40(fld 1 wv DAPI - DAPI).tif,AE - 40(fld 1 wv FITC - FITC).tif,VB00021880,40,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1044,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 41(fld 1 wv DAPI - DAPI).tif,AE - 41(fld 1 wv FITC - FITC).tif,VB00021880,41,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1045,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 42(fld 1 wv DAPI - DAPI).tif,AE - 42(fld 1 wv FITC - FITC).tif,VB00021880,42,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1046,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 5(fld 1 wv DAPI - DAPI).tif,AE - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1047,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 6(fld 1 wv DAPI - DAPI).tif,AE - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1048,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 7(fld 1 wv DAPI - DAPI).tif,AE - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1049,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 8(fld 1 wv DAPI - DAPI).tif,AE - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1050,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AE - 9(fld 1 wv DAPI - DAPI).tif,AE - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,31
1051,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 1(fld 1 wv DAPI - DAPI).tif,AF - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1052,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 10(fld 1 wv DAPI - DAPI).tif,AF - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1053,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 11(fld 1 wv DAPI - DAPI).tif,AF - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1054,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 12(fld 1 wv DAPI - DAPI).tif,AF - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1055,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 13(fld 1 wv DAPI - DAPI).tif,AF - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1056,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 14(fld 1 wv DAPI - DAPI).tif,AF - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1057,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 15(fld 1 wv DAPI - DAPI).tif,AF - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1058,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 16(fld 1 wv DAPI - DAPI).tif,AF - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1059,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 17(fld 1 wv DAPI - DAPI).tif,AF - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1060,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 18(fld 1 wv DAPI - DAPI).tif,AF - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1061,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 19(fld 1 wv DAPI - DAPI).tif,AF - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1062,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 2(fld 1 wv DAPI - DAPI).tif,AF - 2(fld 1 wv FITC - FITC).tif,VB00021880,2,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1063,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 20(fld 1 wv DAPI - DAPI).tif,AF - 20(fld 1 wv FITC - FITC).tif,VB00021880,20,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1064,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 21(fld 1 wv DAPI - DAPI).tif,AF - 21(fld 1 wv FITC - FITC).tif,VB00021880,21,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1065,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 22(fld 1 wv DAPI - DAPI).tif,AF - 22(fld 1 wv FITC - FITC).tif,VB00021880,22,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1066,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 23(fld 1 wv DAPI - DAPI).tif,AF - 23(fld 1 wv FITC - FITC).tif,VB00021880,23,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1067,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 24(fld 1 wv DAPI - DAPI).tif,AF - 24(fld 1 wv FITC - FITC).tif,VB00021880,24,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1068,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 25(fld 1 wv DAPI - DAPI).tif,AF - 25(fld 1 wv FITC - FITC).tif,VB00021880,25,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1069,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 26(fld 1 wv DAPI - DAPI).tif,AF - 26(fld 1 wv FITC - FITC).tif,VB00021880,26,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1070,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 27(fld 1 wv DAPI - DAPI).tif,AF - 27(fld 1 wv FITC - FITC).tif,VB00021880,27,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1071,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 28(fld 1 wv DAPI - DAPI).tif,AF - 28(fld 1 wv FITC - FITC).tif,VB00021880,28,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1072,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 29(fld 1 wv DAPI - DAPI).tif,AF - 29(fld 1 wv FITC - FITC).tif,VB00021880,29,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1073,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 3(fld 1 wv DAPI - DAPI).tif,AF - 3(fld 1 wv FITC - FITC).tif,VB00021880,3,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1074,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 30(fld 1 wv DAPI - DAPI).tif,AF - 30(fld 1 wv FITC - FITC).tif,VB00021880,30,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1075,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 31(fld 1 wv DAPI - DAPI).tif,AF - 31(fld 1 wv FITC - FITC).tif,VB00021880,31,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1076,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 32(fld 1 wv DAPI - DAPI).tif,AF - 32(fld 1 wv FITC - FITC).tif,VB00021880,32,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1077,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 33(fld 1 wv DAPI - DAPI).tif,AF - 33(fld 1 wv FITC - FITC).tif,VB00021880,33,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1078,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 34(fld 1 wv DAPI - DAPI).tif,AF - 34(fld 1 wv FITC - FITC).tif,VB00021880,34,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1079,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 35(fld 1 wv DAPI - DAPI).tif,AF - 35(fld 1 wv FITC - FITC).tif,VB00021880,35,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1080,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 36(fld 1 wv DAPI - DAPI).tif,AF - 36(fld 1 wv FITC - FITC).tif,VB00021880,36,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1081,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 37(fld 1 wv DAPI - DAPI).tif,AF - 37(fld 1 wv FITC - FITC).tif,VB00021880,37,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1082,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 38(fld 1 wv DAPI - DAPI).tif,AF - 38(fld 1 wv FITC - FITC).tif,VB00021880,38,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1083,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 39(fld 1 wv DAPI - DAPI).tif,AF - 39(fld 1 wv FITC - FITC).tif,VB00021880,39,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1084,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 4(fld 1 wv DAPI - DAPI).tif,AF - 4(fld 1 wv FITC - FITC).tif,VB00021880,4,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1085,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 40(fld 1 wv DAPI - DAPI).tif,AF - 40(fld 1 wv FITC - FITC).tif,VB00021880,40,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1086,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 41(fld 1 wv DAPI - DAPI).tif,AF - 41(fld 1 wv FITC - FITC).tif,VB00021880,41,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1087,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 42(fld 1 wv DAPI - DAPI).tif,AF - 42(fld 1 wv FITC - FITC).tif,VB00021880,42,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1088,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 5(fld 1 wv DAPI - DAPI).tif,AF - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1089,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 6(fld 1 wv DAPI - DAPI).tif,AF - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1090,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 7(fld 1 wv DAPI - DAPI).tif,AF - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1091,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 8(fld 1 wv DAPI - DAPI).tif,AF - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1092,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AF - 9(fld 1 wv DAPI - DAPI).tif,AF - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,32
1093,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 1(fld 1 wv DAPI - DAPI).tif,D - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1094,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 10(fld 1 wv DAPI - DAPI).tif,D - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1095,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 11(fld 1 wv DAPI - DAPI).tif,D - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1096,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 12(fld 1 wv DAPI - DAPI).tif,D - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1097,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 13(fld 1 wv DAPI - DAPI).tif,D - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1098,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 14(fld 1 wv DAPI - DAPI).tif,D - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1099,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 15(fld 1 wv DAPI - DAPI).tif,D - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1100,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 16(fld 1 wv DAPI - DAPI).tif,D - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1101,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 17(fld 1 wv DAPI - DAPI).tif,D - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1102,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 18(fld 1 wv DAPI - DAPI).tif,D - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1103,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 19(fld 1 wv DAPI - DAPI).tif,D - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1104,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 2(fld 1 wv DAPI - DAPI).tif,D - 2(fld 1 wv FITC - FITC).tif,VB00021880,2,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1105,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 20(fld 1 wv DAPI - DAPI).tif,D - 20(fld 1 wv FITC - FITC).tif,VB00021880,20,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1106,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 21(fld 1 wv DAPI - DAPI).tif,D - 21(fld 1 wv FITC - FITC).tif,VB00021880,21,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1107,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 22(fld 1 wv DAPI - DAPI).tif,D - 22(fld 1 wv FITC - FITC).tif,VB00021880,22,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1108,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 23(fld 1 wv DAPI - DAPI).tif,D - 23(fld 1 wv FITC - FITC).tif,VB00021880,23,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1109,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 24(fld 1 wv DAPI - DAPI).tif,D - 24(fld 1 wv FITC - FITC).tif,VB00021880,24,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1110,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 25(fld 1 wv DAPI - DAPI).tif,D - 25(fld 1 wv FITC - FITC).tif,VB00021880,25,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1111,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 26(fld 1 wv DAPI - DAPI).tif,D - 26(fld 1 wv FITC - FITC).tif,VB00021880,26,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1112,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 27(fld 1 wv DAPI - DAPI).tif,D - 27(fld 1 wv FITC - FITC).tif,VB00021880,27,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1113,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 28(fld 1 wv DAPI - DAPI).tif,D - 28(fld 1 wv FITC - FITC).tif,VB00021880,28,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1114,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 29(fld 1 wv DAPI - DAPI).tif,D - 29(fld 1 wv FITC - FITC).tif,VB00021880,29,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1115,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 3(fld 1 wv DAPI - DAPI).tif,D - 3(fld 1 wv FITC - FITC).tif,VB00021880,3,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1116,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 30(fld 1 wv DAPI - DAPI).tif,D - 30(fld 1 wv FITC - FITC).tif,VB00021880,30,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1117,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 31(fld 1 wv DAPI - DAPI).tif,D - 31(fld 1 wv FITC - FITC).tif,VB00021880,31,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1118,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 32(fld 1 wv DAPI - DAPI).tif,D - 32(fld 1 wv FITC - FITC).tif,VB00021880,32,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1119,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 33(fld 1 wv DAPI - DAPI).tif,D - 33(fld 1 wv FITC - FITC).tif,VB00021880,33,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1120,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 34(fld 1 wv DAPI - DAPI).tif,D - 34(fld 1 wv FITC - FITC).tif,VB00021880,34,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1121,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 35(fld 1 wv DAPI - DAPI).tif,D - 35(fld 1 wv FITC - FITC).tif,VB00021880,35,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1122,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 36(fld 1 wv DAPI - DAPI).tif,D - 36(fld 1 wv FITC - FITC).tif,VB00021880,36,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1123,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 37(fld 1 wv DAPI - DAPI).tif,D - 37(fld 1 wv FITC - FITC).tif,VB00021880,37,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1124,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 38(fld 1 wv DAPI - DAPI).tif,D - 38(fld 1 wv FITC - FITC).tif,VB00021880,38,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1125,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 39(fld 1 wv DAPI - DAPI).tif,D - 39(fld 1 wv FITC - FITC).tif,VB00021880,39,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1126,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 4(fld 1 wv DAPI - DAPI).tif,D - 4(fld 1 wv FITC - FITC).tif,VB00021880,4,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1127,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 40(fld 1 wv DAPI - DAPI).tif,D - 40(fld 1 wv FITC - FITC).tif,VB00021880,40,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1128,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 41(fld 1 wv DAPI - DAPI).tif,D - 41(fld 1 wv FITC - FITC).tif,VB00021880,41,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1129,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 42(fld 1 wv DAPI - DAPI).tif,D - 42(fld 1 wv FITC - FITC).tif,VB00021880,42,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1130,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 5(fld 1 wv DAPI - DAPI).tif,D - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1131,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 6(fld 1 wv DAPI - DAPI).tif,D - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1132,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 7(fld 1 wv DAPI - DAPI).tif,D - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1133,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 8(fld 1 wv DAPI - DAPI).tif,D - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1134,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,D - 9(fld 1 wv DAPI - DAPI).tif,D - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,4
1135,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 1(fld 1 wv DAPI - DAPI).tif,E - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1136,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 10(fld 1 wv DAPI - DAPI).tif,E - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1137,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 11(fld 1 wv DAPI - DAPI).tif,E - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1138,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 12(fld 1 wv DAPI - DAPI).tif,E - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1139,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 13(fld 1 wv DAPI - DAPI).tif,E - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1140,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 14(fld 1 wv DAPI - DAPI).tif,E - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1141,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 15(fld 1 wv DAPI - DAPI).tif,E - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1142,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 16(fld 1 wv DAPI - DAPI).tif,E - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1143,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 17(fld 1 wv DAPI - DAPI).tif,E - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1144,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 18(fld 1 wv DAPI - DAPI).tif,E - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1145,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 19(fld 1 wv DAPI - DAPI).tif,E - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1146,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 2(fld 1 wv DAPI - DAPI).tif,E - 2(fld 1 wv FITC - FITC).tif,VB00021880,2,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1147,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 20(fld 1 wv DAPI - DAPI).tif,E - 20(fld 1 wv FITC - FITC).tif,VB00021880,20,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
1148,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,E - 21(fld 1 wv DAPI - DAPI).tif,E - 21(fld 1 wv FITC - FITC).tif,VB00021880,21,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,5
